REKENING LAMA,REKENING BARU,NAMA REKENING BELANJA DAERAH,KODE KOMPONEN,TA,B1,B2,JENIS,FORMULIR
5.1.02.02.05.0044,5.1.02.02.005.00044,Belanja Sewa Motel,8.1.02.02.05.0044,2026,,,SBU,5.1.02.02.005.00044 - Belanja Sewa Motel
5.1.02.02.05.0045,5.1.02.02.005.00045,Belanja Sewa Flat/Rumah Susun,8.1.02.02.05.0045,2026,,,SBU,5.1.02.02.005.00045 - Belanja Sewa Flat/Rumah Susun
5.1.02.02.05.0046,5.1.02.02.005.00046,Belanja Sewa Rumah Negara dalam Proses Penggolongan,8.1.02.02.05.0046,2026,,,SBU,5.1.02.02.005.00046 - Belanja Sewa Rumah Negara dalam Proses Penggolongan
5.1.02.02.05.0047,5.1.02.02.005.00047,Belanja Sewa Panti Asuhan,8.1.02.02.05.0047,2026,,,SBU,5.1.02.02.005.00047 - Belanja Sewa Panti Asuhan
5.1.02.02.05.0048,5.1.02.02.005.00048,Belanja Sewa Apartemen,8.1.02.02.05.0048,2026,,,SBU,5.1.02.02.005.00048 - Belanja Sewa Apartemen
5.1.02.02.05.0049,5.1.02.02.005.00049,Belanja Sewa Rumah Tidak Bersusun,8.1.02.02.05.0049,2026,,,SBU,5.1.02.02.005.00049 - Belanja Sewa Rumah Tidak Bersusun
5.1.02.02.05.0050,5.1.02.02.005.00050,Belanja Sewa Bangunan Gedung Tempat Tinggal Lainnya,8.1.02.02.05.0050,2026,#REF!,,SBU,5.1.02.02.005.00050 - Belanja Sewa Bangunan Gedung Tempat Tinggal Lainnya
5.1.02.02.05.0051,5.1.02.02.005.00051,Belanja Sewa Candi,8.1.02.02.05.0051,2026,,,SBU,5.1.02.02.005.00051 - Belanja Sewa Candi
5.1.02.02.05.0052,5.1.02.02.005.00052,Belanja Sewa Tugu,8.1.02.02.05.0052,2026,,,SBU,5.1.02.02.005.00052 - Belanja Sewa Tugu
5.1.02.02.05.0053,5.1.02.02.005.00053,Belanja Sewa Bangunan Peninggalan,8.1.02.02.05.0053,2026,,,SBU,5.1.02.02.005.00053 - Belanja Sewa Bangunan Peninggalan
5.1.02.02.05.0054,5.1.02.02.005.00054,Belanja Sewa Candi/Tugu Peringatan/Prasasti Lainnya,8.1.02.02.05.0054,2026,,,SBU,5.1.02.02.005.00054 - Belanja Sewa Candi/Tugu Peringatan/Prasasti Lainnya
5.1.02.02.05.0055,5.1.02.02.005.00055,Belanja Sewa Bangunan Menara Perambuan Penerangan Pantai,8.1.02.02.05.0055,2026,,,SBU,5.1.02.02.005.00055 - Belanja Sewa Bangunan Menara Perambuan Penerangan Pantai
5.1.02.02.05.0056,5.1.02.02.005.00056,Belanja Sewa Bangunan Perambuan Penerangan Pantai,8.1.02.02.05.0056,2026,,,SBU,5.1.02.02.005.00056 - Belanja Sewa Bangunan Perambuan Penerangan Pantai
5.1.02.02.05.0057,5.1.02.02.005.00057,Belanja Sewa Bangunan Menara Telekomunikasi,8.1.02.02.05.0057,2026,,,SBU,5.1.02.02.005.00057 - Belanja Sewa Bangunan Menara Telekomunikasi
5.1.02.02.05.0058,5.1.02.02.005.00058,Belanja Sewa Bangunan Menara Pengawas,8.1.02.02.05.0058,2026,,,SBU,5.1.02.02.005.00058 - Belanja Sewa Bangunan Menara Pengawas
5.1.02.02.05.0059,5.1.02.02.005.00059,Belanja Sewa Bangunan Menara Perambuan Lainnya,8.1.02.02.05.0059,2026,,,SBU,5.1.02.02.005.00059 - Belanja Sewa Bangunan Menara Perambuan Lainnya
5.1.02.02.05.0060,5.1.02.02.005.00060,Belanja Sewa Tugu/Tanda Batas Administrasi,8.1.02.02.05.0060,2026,,,SBU,5.1.02.02.005.00060 - Belanja Sewa Tugu/Tanda Batas Administrasi
5.1.02.02.05.0061,5.1.02.02.005.00061,Belanja Sewa Tugu/Tanda Jaring Kontrol Geodesi,8.1.02.02.05.0061,2026,,,SBU,5.1.02.02.005.00061 - Belanja Sewa Tugu/Tanda Jaring Kontrol Geodesi
5.1.02.02.05.0062,5.1.02.02.005.00062,Belanja Sewa Pilar/Tugu/Tanda Lainnya,8.1.02.02.05.0062,2026,,,SBU,5.1.02.02.005.00062 - Belanja Sewa Pilar/Tugu/Tanda Lainnya
5.1.02.02.05.0063,5.1.02.02.005.00063,Belanja Sewa Pagar,8.1.02.02.05.0063,2026,,,SBU,5.1.02.02.005.00063 - Belanja Sewa Pagar
5.1.02.02.05.0064,5.1.02.02.005.00064,Belanja Sewa Tugu/Tanda Batas Lainnya,8.1.02.02.05.0064,2026,,,SBU,5.1.02.02.005.00064 - Belanja Sewa Tugu/Tanda Batas Lainnya
5.1.02.02.06,5.1.02.02.006,"Belanja Sewa Jalan, Jaringan dan Irigasi",,2026,,,,"5.1.02.02.006 - Belanja Sewa Jalan, Jaringan dan Irigasi"
5.1.02.02.06.0001,5.1.02.02.006.00001,Belanja Sewa Jalan Nasional,8.1.02.02.06.0001,2026,,,SBU,5.1.02.02.006.00001 - Belanja Sewa Jalan Nasional
5.1.02.02.06.0002,5.1.02.02.006.00002,Belanja Sewa Jalan Provinsi,8.1.02.02.06.0002,2026,,,SBU,5.1.02.02.006.00002 - Belanja Sewa Jalan Provinsi
5.1.02.02.06.0003,5.1.02.02.006.00003,Belanja Sewa Jalan Kabupaten,8.1.02.02.06.0003,2026,,,SBU,5.1.02.02.006.00003 - Belanja Sewa Jalan Kabupaten
5.1.02.02.06.0004,5.1.02.02.006.00004,Belanja Sewa Jalan Kota,8.1.02.02.06.0004,2026,,,SBU,5.1.02.02.006.00004 - Belanja Sewa Jalan Kota
5.1.02.02.06.0005,5.1.02.02.006.00005,Belanja Sewa Jalan Desa,8.1.02.02.06.0005,2026,,,SBU,5.1.02.02.006.00005 - Belanja Sewa Jalan Desa
5.1.02.02.06.0006,5.1.02.02.006.00006,Belanja Sewa Jalan Tol,8.1.02.02.06.0006,2026,,,SBU,5.1.02.02.006.00006 - Belanja Sewa Jalan Tol
5.1.02.02.06.0007,5.1.02.02.006.00007,Belanja Sewa Jalan Kereta Api,8.1.02.02.06.0007,2026,,,SBU,5.1.02.02.006.00007 - Belanja Sewa Jalan Kereta Api
5.1.02.02.06.0008,5.1.02.02.006.00008,Belanja Sewa Landasan Pacu Pesawat Terbang,8.1.02.02.06.0008,2026,,,SBU,5.1.02.02.006.00008 - Belanja Sewa Landasan Pacu Pesawat Terbang
5.1.02.02.06.0009,5.1.02.02.006.00009,Belanja Sewa Jalan Khusus,8.1.02.02.06.0009,2026,,,SBU,5.1.02.02.006.00009 - Belanja Sewa Jalan Khusus
5.1.02.02.06.0010,5.1.02.02.006.00010,Belanja Sewa Jalan Lainnya,8.1.02.02.06.0010,2026,,,SBU,5.1.02.02.006.00010 - Belanja Sewa Jalan Lainnya
5.1.02.02.06.0011,5.1.02.02.006.00011,Belanja Sewa Jembatan pada Jalan Nasional,8.1.02.02.06.0011,2026,,,SBU,5.1.02.02.006.00011 - Belanja Sewa Jembatan pada Jalan Nasional
5.1.02.02.06.0012,5.1.02.02.006.00012,Belanja Sewa Jembatan pada Jalan Provinsi,8.1.02.02.06.0012,2026,,,SBU,5.1.02.02.006.00012 - Belanja Sewa Jembatan pada Jalan Provinsi
5.1.02.02.06.0013,5.1.02.02.006.00013,Belanja Sewa Jembatan pada Jalan Kabupaten,8.1.02.02.06.0013,2026,,,SBU,5.1.02.02.006.00013 - Belanja Sewa Jembatan pada Jalan Kabupaten
5.1.02.02.06.0014,5.1.02.02.006.00014,Belanja Sewa Jembatan pada Jalan Kota,8.1.02.02.06.0014,2026,,,SBU,5.1.02.02.006.00014 - Belanja Sewa Jembatan pada Jalan Kota
5.1.02.02.06.0015,5.1.02.02.006.00015,Belanja Sewa Jembatan pada Jalan Desa,8.1.02.02.06.0015,2026,,,SBU,5.1.02.02.006.00015 - Belanja Sewa Jembatan pada Jalan Desa
5.1.02.02.06.0016,5.1.02.02.006.00016,Belanja Sewa Jembatan pada Jalan Tol,8.1.02.02.06.0016,2026,,,SBU,5.1.02.02.006.00016 - Belanja Sewa Jembatan pada Jalan Tol
5.1.02.02.06.0017,5.1.02.02.006.00017,Belanja Sewa Jembatan pada Jalan Kereta Api,8.1.02.02.06.0017,2026,,,SBU,5.1.02.02.006.00017 - Belanja Sewa Jembatan pada Jalan Kereta Api
5.1.02.02.06.0018,5.1.02.02.006.00018,Belanja Sewa Jembatan pada Landasan Pacu Pesawat Terbang,8.1.02.02.06.0018,2026,,,SBU,5.1.02.02.006.00018 - Belanja Sewa Jembatan pada Landasan Pacu Pesawat Terbang
5.1.02.02.06.0019,5.1.02.02.006.00019,Belanja Sewa Jembatan pada Jalan Khusus,8.1.02.02.06.0019,2026,,,SBU,5.1.02.02.006.00019 - Belanja Sewa Jembatan pada Jalan Khusus
5.1.02.02.06.0020,5.1.02.02.006.00020,Belanja Sewa Jembatan Penyeberangan,8.1.02.02.06.0020,2026,,,SBU,5.1.02.02.006.00020 - Belanja Sewa Jembatan Penyeberangan
5.1.02.02.06.0021,5.1.02.02.006.00021,Belanja Sewa Jembatan Labuh/Sandar pada Terminal,8.1.02.02.06.0021,2026,,,SBU,5.1.02.02.006.00021 - Belanja Sewa Jembatan Labuh/Sandar pada Terminal
5.1.02.02.06.0022,5.1.02.02.006.00022,Belanja Sewa Jembatan Pengukur,8.1.02.02.06.0022,2026,,,SBU,5.1.02.02.006.00022 - Belanja Sewa Jembatan Pengukur
5.1.02.02.06.0023,5.1.02.02.006.00023,Belanja Sewa Jembatan Lainnya,8.1.02.02.06.0023,2026,,,SBU,5.1.02.02.006.00023 - Belanja Sewa Jembatan Lainnya
5.1.02.02.06.0024,5.1.02.02.006.00024,Belanja Sewa Bangunan Waduk Irigasi,8.1.02.02.06.0024,2026,,,SBU,5.1.02.02.006.00024 - Belanja Sewa Bangunan Waduk Irigasi
5.1.02.02.06.0025,5.1.02.02.006.00025,Belanja Sewa Bangunan Pengambilan Irigasi,8.1.02.02.06.0025,2026,,,SBU,5.1.02.02.006.00025 - Belanja Sewa Bangunan Pengambilan Irigasi
5.1.02.02.06.0026,5.1.02.02.006.00026,Belanja Sewa Bangunan Pembawa Irigasi,8.1.02.02.06.0026,2026,,,SBU,5.1.02.02.006.00026 - Belanja Sewa Bangunan Pembawa Irigasi
5.1.02.02.06.0027,5.1.02.02.006.00027,Belanja Sewa Bangunan Pembuang Irigasi,8.1.02.02.06.0027,2026,,,SBU,5.1.02.02.006.00027 - Belanja Sewa Bangunan Pembuang Irigasi
5.1.02.02.06.0028,5.1.02.02.006.00028,Belanja Sewa Bangunan Pengaman Irigasi,8.1.02.02.06.0028,2026,,,SBU,5.1.02.02.006.00028 - Belanja Sewa Bangunan Pengaman Irigasi
5.1.02.02.06.0029,5.1.02.02.006.00029,Belanja Sewa Bangunan Pelengkap Irigasi,8.1.02.02.06.0029,2026,,,SBU,5.1.02.02.006.00029 - Belanja Sewa Bangunan Pelengkap Irigasi
5.1.02.02.06.0030,5.1.02.02.006.00030,Belanja Sewa Bangunan Sawah Irigasi,8.1.02.02.06.0030,2026,,,SBU,5.1.02.02.006.00030 - Belanja Sewa Bangunan Sawah Irigasi
5.1.02.02.06.0031,5.1.02.02.006.00031,Belanja Sewa Bangunan Air Irigasi Lainnya,8.1.02.02.06.0031,2026,,,SBU,5.1.02.02.006.00031 - Belanja Sewa Bangunan Air Irigasi Lainnya
5.1.02.02.06.0032,5.1.02.02.006.00032,Belanja Sewa Bangunan Waduk Pasang Surut,8.1.02.02.06.0032,2026,,,SBU,5.1.02.02.006.00032 - Belanja Sewa Bangunan Waduk Pasang Surut
5.1.02.02.06.0033,5.1.02.02.006.00033,Belanja Sewa Bangunan Pengambilan Pasang Surut,8.1.02.02.06.0033,2026,,,SBU,5.1.02.02.006.00033 - Belanja Sewa Bangunan Pengambilan Pasang Surut
5.1.02.02.06.0034,5.1.02.02.006.00034,Belanja Sewa Bangunan Pembawa Pasang Surut,8.1.02.02.06.0034,2026,,,SBU,5.1.02.02.006.00034 - Belanja Sewa Bangunan Pembawa Pasang Surut
5.1.02.02.06.0035,5.1.02.02.006.00035,Belanja Sewa Saluran Pembuang Pasang Surut,8.1.02.02.06.0035,2026,,,SBU,5.1.02.02.006.00035 - Belanja Sewa Saluran Pembuang Pasang Surut
5.1.02.02.06.0036,5.1.02.02.006.00036,Belanja Sewa Bangunan Pengaman Pasang Surut,8.1.02.02.06.0036,2026,,,SBU,5.1.02.02.006.00036 - Belanja Sewa Bangunan Pengaman Pasang Surut
5.1.02.02.06.0037,5.1.02.02.006.00037,Belanja Sewa Bangunan Pelengkap Pasang Surut,8.1.02.02.06.0037,2026,,,SBU,5.1.02.02.006.00037 - Belanja Sewa Bangunan Pelengkap Pasang Surut
5.1.02.02.06.0038,5.1.02.02.006.00038,Belanja Sewa Bangunan Sawah Pasang Surut,8.1.02.02.06.0038,2026,,,SBU,5.1.02.02.006.00038 - Belanja Sewa Bangunan Sawah Pasang Surut
5.1.02.02.06.0039,5.1.02.02.006.00039,Belanja Sewa Bangunan Pengairan Pasang Surut Lainnya,8.1.02.02.06.0039,2026,,,SBU,5.1.02.02.006.00039 - Belanja Sewa Bangunan Pengairan Pasang Surut Lainnya
5.1.02.02.06.0040,5.1.02.02.006.00040,Belanja Sewa Bangunan Waduk Pengembangan Rawa,8.1.02.02.06.0040,2026,,,SBU,5.1.02.02.006.00040 - Belanja Sewa Bangunan Waduk Pengembangan Rawa
5.1.02.02.06.0041,5.1.02.02.006.00041,Belanja Sewa Bangunan Pengambilan Pengembangan Rawa,8.1.02.02.06.0041,2026,,,SBU,5.1.02.02.006.00041 - Belanja Sewa Bangunan Pengambilan Pengembangan Rawa
5.1.02.02.06.0042,5.1.02.02.006.00042,Belanja Sewa Bangunan Pembawa Pengembangan Rawa,8.1.02.02.06.0042,2026,,,SBU,5.1.02.02.006.00042 - Belanja Sewa Bangunan Pembawa Pengembangan Rawa
5.1.02.02.06.0043,5.1.02.02.006.00043,Belanja Sewa Bangunan Pembuang Pengembangan Rawa,8.1.02.02.06.0043,2026,,,SBU,5.1.02.02.006.00043 - Belanja Sewa Bangunan Pembuang Pengembangan Rawa
5.1.02.02.06.0044,5.1.02.02.006.00044,Belanja Sewa Bangunan Pengaman Pengembangan Rawa,8.1.02.02.06.0044,2026,,,SBU,5.1.02.02.006.00044 - Belanja Sewa Bangunan Pengaman Pengembangan Rawa
5.1.02.02.06.0045,5.1.02.02.006.00045,Belanja Sewa Bangunan Pelengkap Pengembangan Rawa,8.1.02.02.06.0045,2026,,,SBU,5.1.02.02.006.00045 - Belanja Sewa Bangunan Pelengkap Pengembangan Rawa
5.1.02.02.06.0046,5.1.02.02.006.00046,Belanja Sewa Bangunan Sawah Pengembangan Rawa,8.1.02.02.06.0046,2026,,,SBU,5.1.02.02.006.00046 - Belanja Sewa Bangunan Sawah Pengembangan Rawa
5.1.02.02.06.0047,5.1.02.02.006.00047,Belanja Sewa Bangunan Pengembangan Rawa dan Polder Lainnya,8.1.02.02.06.0047,2026,,,SBU,5.1.02.02.006.00047 - Belanja Sewa Bangunan Pengembangan Rawa dan Polder Lainnya
5.1.02.02.06.0048,5.1.02.02.006.00048,Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam,8.1.02.02.06.0048,2026,,,SBU,5.1.02.02.006.00048 - Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam
5.1.02.02.06.0049,5.1.02.02.006.00049,Belanja Sewa Bangunan Pengambilan Pengaman Sungai/Pantai,8.1.02.02.06.0049,2026,,,SBU,5.1.02.02.006.00049 - Belanja Sewa Bangunan Pengambilan Pengaman Sungai/Pantai
5.1.02.02.06.0050,5.1.02.02.006.00050,Belanja Sewa Bangunan Pembawa Pengaman Sungai/Pantai,8.1.02.02.06.0050,2026,,,SBU,5.1.02.02.006.00050 - Belanja Sewa Bangunan Pembawa Pengaman Sungai/Pantai
5.1.02.02.06.0051,5.1.02.02.006.00051,Belanja Sewa Bangunan Pembuang Pengaman Sungai,8.1.02.02.06.0051,2026,,,SBU,5.1.02.02.006.00051 - Belanja Sewa Bangunan Pembuang Pengaman Sungai
5.1.02.02.06.0052,5.1.02.02.006.00052,Belanja Sewa Bangunan Pengaman Pengamanan Sungai/Pantai,8.1.02.02.06.0052,2026,,,SBU,5.1.02.02.006.00052 - Belanja Sewa Bangunan Pengaman Pengamanan Sungai/Pantai
5.1.02.02.06.0053,5.1.02.02.006.00053,Belanja Sewa Bangunan Pelengkap Pengaman Sungai,8.1.02.02.06.0053,2026,,,SBU,5.1.02.02.006.00053 - Belanja Sewa Bangunan Pelengkap Pengaman Sungai
5.1.02.02.06.0054,5.1.02.02.006.00054,Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam Lainnya,8.1.02.02.06.0054,2026,,,SBU,5.1.02.02.006.00054 - Belanja Sewa Bangunan Pengaman Sungai/Pantai dan Penanggulangan Bencana Alam Lainnya
5.1.02.02.06.0055,5.1.02.02.006.00055,Belanja Sewa Bangunan Waduk Pengembangan Sumber Air,8.1.02.02.06.0055,2026,,,SBU,5.1.02.02.006.00055 - Belanja Sewa Bangunan Waduk Pengembangan Sumber Air
5.1.02.02.06.0056,5.1.02.02.006.00056,Belanja Sewa Bangunan Pengambilan Pengembangan Sumber Air,8.1.02.02.06.0056,2026,,,SBU,5.1.02.02.006.00056 - Belanja Sewa Bangunan Pengambilan Pengembangan Sumber Air
5.1.02.02.06.0057,5.1.02.02.006.00057,Belanja Sewa Bangunan Pembawa Pengembangan Sumber Air,8.1.02.02.06.0057,2026,,,SBU,5.1.02.02.006.00057 - Belanja Sewa Bangunan Pembawa Pengembangan Sumber Air
5.1.02.02.06.0058,5.1.02.02.006.00058,Belanja Sewa Bangunan Pembuang Pengembangan Sumber Air,8.1.02.02.06.0058,2026,,,SBU,5.1.02.02.006.00058 - Belanja Sewa Bangunan Pembuang Pengembangan Sumber Air
5.1.02.02.06.0059,5.1.02.02.006.00059,Belanja Sewa Bangunan Pengaman Pengembangan Sumber Air,8.1.02.02.06.0059,2026,,,SBU,5.1.02.02.006.00059 - Belanja Sewa Bangunan Pengaman Pengembangan Sumber Air
5.1.02.02.06.0060,5.1.02.02.006.00060,Belanja Sewa Bangunan Pelengkap Pengembangan Sumber Air,8.1.02.02.06.0060,2026,,,SBU,5.1.02.02.006.00060 - Belanja Sewa Bangunan Pelengkap Pengembangan Sumber Air
5.1.02.02.06.0061,5.1.02.02.006.00061,Belanja Sewa Bangunan Sawah Irigasi Air Tanah,8.1.02.02.06.0061,2026,,,SBU,5.1.02.02.006.00061 - Belanja Sewa Bangunan Sawah Irigasi Air Tanah
5.1.02.02.06.0062,5.1.02.02.006.00062,Belanja Sewa Bangunan Pengembangan Sumber Air dan Air Tanah Lainnya,8.1.02.02.06.0062,2026,,,SBU,5.1.02.02.006.00062 - Belanja Sewa Bangunan Pengembangan Sumber Air dan Air Tanah Lainnya
5.1.02.02.06.0063,5.1.02.02.006.00063,Belanja Sewa Bangunan Waduk Air Bersih/Air Baku,8.1.02.02.06.0063,2026,,,SBU,5.1.02.02.006.00063 - Belanja Sewa Bangunan Waduk Air Bersih/Air Baku
5.1.02.02.06.0064,5.1.02.02.006.00064,Belanja Sewa Bangunan Pengambilan Air Bersih/Air Baku,8.1.02.02.06.0064,2026,,,SBU,5.1.02.02.006.00064 - Belanja Sewa Bangunan Pengambilan Air Bersih/Air Baku
5.1.02.02.06.0065,5.1.02.02.006.00065,Belanja Sewa Bangunan Pembawa Air Bersih/Air Baku,8.1.02.02.06.0065,2026,,,SBU,5.1.02.02.006.00065 - Belanja Sewa Bangunan Pembawa Air Bersih/Air Baku
5.1.02.02.06.0066,5.1.02.02.006.00066,Belanja Sewa Bangunan Pembuang Air Bersih/Air Baku,8.1.02.02.06.0066,2026,,,SBU,5.1.02.02.006.00066 - Belanja Sewa Bangunan Pembuang Air Bersih/Air Baku
5.1.02.02.06.0067,5.1.02.02.006.00067,Belanja Sewa Bangunan Pelengkap Air Bersih/Air Baku,8.1.02.02.06.0067,2026,,,SBU,5.1.02.02.006.00067 - Belanja Sewa Bangunan Pelengkap Air Bersih/Air Baku
5.1.02.02.06.0068,5.1.02.02.006.00068,Belanja Sewa Bangunan Air Bersih/Air Baku Lainnya,8.1.02.02.06.0068,2026,,,SBU,5.1.02.02.006.00068 - Belanja Sewa Bangunan Air Bersih/Air Baku Lainnya
5.1.02.02.06.0069,5.1.02.02.006.00069,Belanja Sewa Bangunan Pembawa Air Kotor,8.1.02.02.06.0069,2026,,,SBU,5.1.02.02.006.00069 - Belanja Sewa Bangunan Pembawa Air Kotor
5.1.02.02.06.0070,5.1.02.02.006.00070,Belanja Sewa Bangunan Waduk Air Kotor,8.1.02.02.06.0070,2026,,,SBU,5.1.02.02.006.00070 - Belanja Sewa Bangunan Waduk Air Kotor
5.1.02.02.06.0071,5.1.02.02.006.00071,Belanja Sewa Bangunan Pembuang Air Kotor,8.1.02.02.06.0071,2026,,,SBU,5.1.02.02.006.00071 - Belanja Sewa Bangunan Pembuang Air Kotor
5.1.02.02.06.0072,5.1.02.02.006.00072,Belanja Sewa Bangunan Pengaman Air Kotor,8.1.02.02.06.0072,2026,,,SBU,5.1.02.02.006.00072 - Belanja Sewa Bangunan Pengaman Air Kotor
5.1.02.02.06.0073,5.1.02.02.006.00073,Belanja Sewa Bangunan Pelengkap Air Kotor,8.1.02.02.06.0073,2026,,,SBU,5.1.02.02.006.00073 - Belanja Sewa Bangunan Pelengkap Air Kotor
5.1.02.02.06.0074,5.1.02.02.006.00074,Belanja Sewa Bangunan Air Kotor Lainnya,8.1.02.02.06.0074,2026,,,SBU,5.1.02.02.006.00074 - Belanja Sewa Bangunan Air Kotor Lainnya
5.1.02.02.06.0075,5.1.02.02.006.00075,Belanja Sewa Instalasi Air Permukaan,8.1.02.02.06.0075,2026,,,SBU,5.1.02.02.006.00075 - Belanja Sewa Instalasi Air Permukaan
5.1.02.02.06.0076,5.1.02.02.006.00076,Belanja Sewa Instalasi Air Sumber/Mata Air,8.1.02.02.06.0076,2026,,,SBU,5.1.02.02.006.00076 - Belanja Sewa Instalasi Air Sumber/Mata Air
5.1.02.02.06.0077,5.1.02.02.006.00077,Belanja Sewa Instalasi Air Tanah Dalam,8.1.02.02.06.0077,2026,,,SBU,5.1.02.02.006.00077 - Belanja Sewa Instalasi Air Tanah Dalam
5.1.02.02.06.0078,5.1.02.02.006.00078,Belanja Sewa Instalasi Air Tanah Dangkal,8.1.02.02.06.0078,2026,,,SBU,5.1.02.02.006.00078 - Belanja Sewa Instalasi Air Tanah Dangkal
5.1.02.02.06.0079,5.1.02.02.006.00079,Belanja Sewa Instalasi Air Bersih/Air Baku Lainnya,8.1.02.02.06.0079,2026,,,SBU,5.1.02.02.006.00079 - Belanja Sewa Instalasi Air Bersih/Air Baku Lainnya
5.1.02.02.06.0080,5.1.02.02.006.00080,Belanja Sewa Instalasi Air Buangan Domestik,8.1.02.02.06.0080,2026,,,SBU,5.1.02.02.006.00080 - Belanja Sewa Instalasi Air Buangan Domestik
5.1.02.02.06.0081,5.1.02.02.006.00081,Belanja Sewa Instalasi Air Buangan Industri,8.1.02.02.06.0081,2026,,,SBU,5.1.02.02.006.00081 - Belanja Sewa Instalasi Air Buangan Industri
5.1.02.02.06.0082,5.1.02.02.006.00082,Belanja Sewa Instalasi Air Buangan Pertanian,8.1.02.02.06.0082,2026,,,SBU,5.1.02.02.006.00082 - Belanja Sewa Instalasi Air Buangan Pertanian
5.1.02.02.06.0083,5.1.02.02.006.00083,Belanja Sewa Instalasi Air Kotor Lainnya,8.1.02.02.06.0083,2026,,,SBU,5.1.02.02.006.00083 - Belanja Sewa Instalasi Air Kotor Lainnya
5.1.02.02.06.0084,5.1.02.02.006.00084,Belanja Sewa Instalasi Pengolahan Sampah Organik,8.1.02.02.06.0084,2026,,,SBU,5.1.02.02.006.00084 - Belanja Sewa Instalasi Pengolahan Sampah Organik
5.1.02.02.06.0085,5.1.02.02.006.00085,Belanja Sewa Instalasi Pengolahan Sampah Non Organik,8.1.02.02.06.0085,2026,,,SBU,5.1.02.02.006.00085 - Belanja Sewa Instalasi Pengolahan Sampah Non Organik
5.1.02.02.06.0086,5.1.02.02.006.00086,Belanja Sewa Bangunan Penampung Sampah,8.1.02.02.06.0086,2026,,,SBU,5.1.02.02.006.00086 - Belanja Sewa Bangunan Penampung Sampah
5.1.02.02.06.0087,5.1.02.02.006.00087,Belanja Sewa Instalasi Pengolahan Sampah Lainnya,8.1.02.02.06.0087,2026,,,SBU,5.1.02.02.006.00087 - Belanja Sewa Instalasi Pengolahan Sampah Lainnya
5.1.02.02.06.0088,5.1.02.02.006.00088,Belanja Sewa Instalasi Pengolahan Bahan Bangunan Percontohan,8.1.02.02.06.0088,2026,,,SBU,5.1.02.02.006.00088 - Belanja Sewa Instalasi Pengolahan Bahan Bangunan Percontohan
5.1.02.02.06.0089,5.1.02.02.006.00089,Belanja Sewa Instalasi Pengolahan Bahan Bangunan Perintis,8.1.02.02.06.0089,2026,,,SBU,5.1.02.02.006.00089 - Belanja Sewa Instalasi Pengolahan Bahan Bangunan Perintis
5.1.02.02.06.0090,5.1.02.02.006.00090,Belanja Sewa Instalasi Pengolahan Bahan Bangunan Terapan,8.1.02.02.06.0090,2026,,,SBU,5.1.02.02.006.00090 - Belanja Sewa Instalasi Pengolahan Bahan Bangunan Terapan
5.1.02.02.06.0091,5.1.02.02.006.00091,Belanja Sewa Instalasi Pengolahan Bahan Bangunan Lainnya,8.1.02.02.06.0091,2026,,,SBU,5.1.02.02.006.00091 - Belanja Sewa Instalasi Pengolahan Bahan Bangunan Lainnya
5.1.02.02.06.0092,5.1.02.02.006.00092,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Air (PLTA),8.1.02.02.06.0092,2026,,,SBU,5.1.02.02.006.00092 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Air (PLTA)
5.1.02.02.06.0093,5.1.02.02.006.00093,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Diesel (PLTD),8.1.02.02.06.0093,2026,,,SBU,5.1.02.02.006.00093 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Diesel (PLTD)
5.1.02.02.06.0094,5.1.02.02.006.00094,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Mikro Hidro (PLTM),8.1.02.02.06.0094,2026,,,SBU,5.1.02.02.006.00094 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Mikro Hidro (PLTM)
5.1.02.02.06.0095,5.1.02.02.006.00095,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Angin (PLTAN),8.1.02.02.06.0095,2026,,,SBU,5.1.02.02.006.00095 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Angin (PLTAN)
5.1.02.02.06.0096,5.1.02.02.006.00096,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Uap (PLTU),8.1.02.02.06.0096,2026,,,SBU,5.1.02.02.006.00096 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Uap (PLTU)
5.1.02.02.06.0097,5.1.02.02.006.00097,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Nuklir (PLTN),8.1.02.02.06.0097,2026,,,SBU,5.1.02.02.006.00097 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Nuklir (PLTN)
5.1.02.02.06.0098,5.1.02.02.006.00098,Belanja Sewa Instalasi Pembangkit Listrik Tenaga Gas (PLTG),8.1.02.02.06.0098,2026,,,SBU,5.1.02.02.006.00098 - Belanja Sewa Instalasi Pembangkit Listrik Tenaga Gas (PLTG)
